t_index	term	df
10004	salient	1
10005	salih	1
10006	salim	2
10007	sallah	1
10008	salli	2
10009	salsa	1
10010	salt	5
10011	salut	8
10012	salvador	47
10013	salvadoran	24
10014	salvadorian	2
10015	salvag	13
10016	salvat	1
10017	salvo	1
10018	sam	4
10019	sama	3
10020	samesex	1
10021	sammi	1
10022	samor	1
10023	sampl	9
10024	sampra	30
10025	samshran	1
10026	samuel	8
10027	samurai	1
10028	san	62
10029	sana	20
10030	sanaa	1
10031	sanchez	8
10032	sanchezvicario	3
10033	sanction	52
10034	sanctuari	4
10035	sand	10
10036	sandbag	2
10037	sander	1
10038	sandi	24
10039	sandiego	1
10040	sandlewood	1
10041	sandov	1
10042	sandra	1
10043	sandrin	10
10044	sandwich	1
10045	sanford	1
10046	sang	2
10047	sangram	1
10048	sanguin	1
10049	sanguinetti	2
10050	sanit	4
10051	sanjay	2
10052	sank	36
10053	sanskriti	1
10054	santa	21
10055	santana	1
10056	santi	1
10057	santiago	1
10058	santistevan	2
10059	santo	1
10060	santorum	6
10061	sap	2
10062	sarah	1
10063	sarajevo	4
10064	sarasota	2
10065	sarong	1
10066	sarvings	1
10067	sasha	3
10068	sat	29
10069	satan	1
10070	satcom	1
10071	satellit	14
10072	satind	3
10073	satisfact	5
10074	satisfactori	2
10075	satisfi	15
10076	satkhira	3
10077	sattar	1
10078	saturday	190
10079	saudi	89
10080	saunder	1
10081	sava	1
10082	savag	2
10083	save	67
10084	savina	2
10085	savior	5
10086	savitabehn	1
10087	savor	2
10088	savvi	4
10089	saw	4
10090	sawedoff	5
10091	say	1
10092	sayaad	1
10093	sayan	1
10094	scale	19
10095	scaledback	1
10096	scalia	1
10097	scalp	1
10098	scam	1
10099	scamper	1
10100	scandal	67
10101	scandinavian	1
10102	scandlin	1
10103	scanlon	1
10104	scanner	2
10105	scant	4
10106	scapego	1
10107	scapegoat	2
10108	scar	6
10109	scarc	4
10110	scare	12
10111	scari	2
10112	scariest	1
10113	scarv	1
10114	scath	3
10115	scatter	13
10116	scenario	12
10117	scene	91
10118	scent	1
10119	schaffer	5
10120	schedul	80
10121	scheme	9
10122	schett	3
10123	scheveck	1
10124	schiff	2
10125	schism	2
10126	schleehauf	1
10127	schlesing	1
10128	schlikov	1
10129	schmalz	1
10130	scholar	6
10131	scholarship	1
10132	school	54
10133	schoolboy	1
10134	schoolchildren	1
10135	schrock	3
10136	schroeder	6
10137	schultz	1
10138	schumer	1
10139	schutner	1
10140	schwartz	2
10141	schwarzkopf	2
10142	schweitzer	2
10143	scienc	15
10144	scientif	5
10145	scientist	12
10146	scoop	1
10147	scoopedout	1
10148	scooter	1
10149	scope	2
10150	scorch	1
10151	score	37
10152	scorn	1
10153	scotland	5
10154	scott	8
10155	scottish	1
10156	scottsdal	2
10157	scounscoun	1
10158	scour	4
10159	scourg	1
10160	scout	1
10161	scrambl	16
10162	scrambler	1
10163	scrap	9
10164	scrape	4
10165	scratch	2
10166	scrawl	1
10167	scrawni	2
10168	scream	15
10169	screech	1
10170	screen	13
10171	screw	1
10172	scribbl	3
10173	script	3
10174	scriptur	1
10175	scrutin	2
10176	scrutini	7
10177	scuffl	1
10178	sculptur	1
10179	scurri	1
10180	scuttl	2
10181	se	1
10182	sea	96
10183	seab	8
10184	seafood	1
10185	seal	16
10186	sealedoff	1
10187	sealift	1
10188	seam	4
10189	seaman	9
10190	seamen	10
10191	sean	3
10192	seanc	1
10193	seaport	3
10194	sear	1
10195	search	143
10196	searchandrescu	1
10197	searcher	7
10198	season	17
10199	seasonend	2
10200	seat	75
10201	seattl	10
10202	seattlebas	1
10203	seawal	1
10204	seawat	5
10205	seaworthi	4
10206	sebastian	2
10207	sebastien	16
10208	sebek	4
10209	secessionist	4
10210	sech	1
10211	seclud	1
10212	seclus	2
10213	secondari	1
10214	secondguess	2
10215	secondhighest	7
10216	secondlargest	2
10217	secondlongest	3
10218	secondround	6
10219	secondse	1
10220	secondseed	6
10221	secondserv	2
10222	secondset	2
10223	secreci	1
10224	secret	82
10225	secretari	157
10226	secretarydesign	4
10227	secretarygener	14
10228	secretli	5
10229	sect	2
10230	sectarian	2
10231	section	6
10232	sector	4
10233	secular	2
10234	secur	314
10235	securitywis	1
10236	sedat	1
10237	seed	53
10238	seek	92
10239	seeker	3
10240	seemingli	3
10241	seeth	1
10242	segment	3
10243	segodnya	2
10244	segreg	1
10245	seif	2
10246	seismic	3
10247	seismograph	5
10248	seismolog	3
10249	seismologist	7
10250	seiu	1
10251	seiz	33
10252	sejwal	1
10253	sekou	1
10254	seldom	1
10255	sele	30
10256	select	18
10257	seleri	1
10258	selfabsorb	1
10259	selfappoint	1
10260	selfcensorship	1
10261	selfconfid	1
10262	selfdefens	4
10263	selfdetermin	4
10264	selfdoubt	2
10265	selfexil	2
10266	selffinanc	1
10267	selfimpos	8
10268	selfinflict	3
10269	selfproclaim	2
10270	selfpromot	1
10271	selfprotect	4
10272	selfrespect	1
10273	selfserv	1
10274	selig	1
10275	sell	14
10276	seller	1
10277	semi	10
10278	semiautomat	1
10279	semiclandestin	1
10280	semidesert	1
10281	semifin	30
10282	semifinalist	12
10283	semin	1
10284	seminar	1
10285	semioffici	1
10286	semion	1
10287	semireform	1
10288	sen	59
10289	senat	123
10290	senatorelect	6
10291	senatori	6
10292	send	70
10293	seneg	2
10294	senelect	1
10295	senior	126
10296	senmelissa	1
10297	sennett	1
10298	sens	53
10299	sensat	1
10300	senseless	4
10301	sensit	11
10302	sentenc	95
10303	sentiment	22
10304	separ	56
10305	separatist	2
10306	seper	1
10307	sept	47
10308	septemb	62
10309	sequenc	2
10310	serafin	1
10311	seraguso	1
10312	serb	49
10313	serbdomin	3
10314	serbia	86
10315	serbian	72
10316	serbianirish	1
10317	serbocroatian	1
10318	seren	6
10319	serena	31
10320	serendipit	1
10321	serga	8
10322	sergaev	1
10323	sergeant	2
10324	sergei	1
10325	sergeyev	1
10326	sergio	8
10327	serheo	1
10328	seri	38
10329	serial	5
10330	serious	1
10331	sermon	3
10332	serov	1
10333	serv	187
10334	servant	6
10335	serveandvolley	5
10336	servic	203
10337	servicemen	24
10338	servil	1
10339	sesam	1
10340	seselj	2
10341	session	39
10342	set	232
10343	setback	5
10344	seth	1
10345	setinya	1
10346	settl	33
10347	settlement	8
10348	sevengam	2
10349	sevenpag	1
10350	sevenperson	1
10351	sevenstori	1
10352	seventeen	16
10353	seventerm	2
10354	seventh	30
10355	seventhseed	1
10356	seventi	1
10357	sevenway	1
10358	sevenweek	4
10359	sevenyear	3
10360	sevenyearlong	1
10361	sevenyearold	1
10362	sever	41
10363	severin	1
10364	severodvinsk	1
10365	severomorsk	4
10366	sew	1
10367	sewag	4
10368	sewart	1
10369	sex	8
10370	sexual	15
10371	seymour	1
10372	sgt	5
10373	shaar	2
10374	shab	2
10375	shabtai	1
10376	shack	7
10377	shade	2
10378	shadow	17
10379	shadowi	8
10380	shaeffer	1
10381	shaft	3
10382	shah	4
10383	shaheen	1
10384	shaher	1
10385	shailesh	1
10386	shajea	1
10387	shake	28
10388	shaken	11
10389	shaki	2
10390	shalikashvili	1
10391	shallow	3
10392	shallowwat	1
10393	sham	2
10394	shambl	3
10395	shame	6
10396	shamshran	1
10397	shane	1
10398	shannon	1
10399	shantytown	5
10400	shape	27
10401	shapeless	1
10402	shapeup	1
10403	shapiro	1
10404	shard	3
10405	share	39
10406	shargel	1
10407	sharm	3
10408	sharon	2
10409	sharp	13
10410	sharpen	2
10411	sharper	1
10412	sharpli	14
10413	shatter	33
10414	shaughnessi	3
10415	shave	1
10416	shavit	1
10417	shaw	3
10418	shawn	3
10419	shea	1
10420	sheaf	1
10421	shear	2
10422	sheath	1
10423	shebeck	1
10424	shebek	1
10425	sheehan	2
10426	sheehen	1
10427	sheepish	1
10428	sheepishli	1
10429	sheer	3
10430	sheet	22
10431	sheik	5
10432	sheikh	2
10433	sheila	1
10434	shelf	3
10435	shell	13
10436	shelle	4
10437	shelli	1
10438	shelten	1
10439	shelter	22
10440	shelti	1
10441	shelton	6
10442	shelv	2
10443	shemter	1
10444	shephard	1
10445	shepherd	4
10446	sheriff	14
10447	sherman	1
10448	sherri	3
10449	sheryl	1
10450	shi	5
10451	shiela	1
10452	shield	8
10453	shift	20
10454	shiit	3
10455	shine	10
10456	shini	2
10457	ship	193
10458	shipboard	1
10459	shipbuild	6
10460	shipman	1
10461	shipmat	13
10462	shipment	1
10463	shipyard	8
10464	shirley	1
10465	shirt	12
10466	shirtless	2
10467	shiver	1
10468	shkval	7
10469	shlomo	1
10470	shock	43
10471	shoddi	1
10472	shoddili	1
10473	shoe	15
10474	shoeed	1
10475	shoeleath	2
10476	sholti	1
10477	shook	46
10478	shoot	20
10479	shootout	4
10480	shop	53
10481	shopkeep	2
10482	shoplift	2
10483	shopper	1
10484	shore	18
10485	shorelin	1
10486	short	92
10487	shortag	16
10488	shortchang	2
10489	shortcom	4
10490	shortcut	1
10491	shorter	3
10492	shortest	1
10493	shortfal	2
10494	shorthand	2
10495	shortli	47
10496	shortliv	4
10497	shortsleev	1
10498	shortstaf	1
10499	shortterm	3
10500	shot	76
10501	shotgun	18
10502	shotmak	1
10503	shoulder	16
10504	shouldnt	13
10505	shouldv	1
10506	shout	29
10507	shove	5
10508	shovel	12
10509	showcas	2
10510	showdown	12
10511	shower	7
10512	shrank	4
10513	shrapnel	1
10514	shred	5
10515	shreveport	2
10516	shrewd	4
10517	shrill	1
10518	shrine	1
10519	shriner	1
10520	shrink	6
10521	shrunk	1
10522	shukla	2
10523	shuler	1
10524	shultz	3
10525	shun	2
10526	shusaki	3
10527	shut	27
10528	shutdown	1
10529	shutter	2
10530	shuttl	4
10531	sibl	8
10532	sicili	2
10533	sick	8
10534	side	3
10535	sidelin	11
10536	sidestep	4
10537	sideway	1
10538	sidl	7
10539	sidot	1
10540	sieg	9
10541	siemerink	1
10542	sierra	4
10543	siev	11
10544	siewert	24
10545	sifford	16
10546	sift	11
10547	sigh	3
10548	sight	25
10549	sightse	4
10550	sign	133
10551	signal	34
10552	signalman	1
10553	signatur	7
10554	signifi	1
10555	signific	5
10556	sigonella	2
10557	sikh	1
10558	silberl	1
10559	silenc	19
10560	silent	19
10561	sill	1
10562	silli	1
10563	silliman	1
10564	silo	3
10565	silt	1
10566	silva	1
10567	silver	8
10568	silvertongu	2
10569	silvia	3
10570	silvija	2
10571	simeon	1
10572	simil	1
10573	similar	1
10574	simmer	3
10575	simmon	3
10576	simpl	19
10577	simpler	1
10578	simpli	46
10579	simul	1
10580	simultan	8
10581	sin	3
10582	sincer	5
10583	sindh	2
10584	sing	6
10585	singapor	3
10586	singaporean	1
10587	singer	7
10588	singh	4
10589	singl	50
10590	singledigit	1
10591	singlestori	1
10592	singular	1
10593	singularli	1
10594	sinha	1
10595	sink	32
10596	siobhan	1
10597	sion	1
10598	sip	6
10599	sir	5
10600	sirah	1
10601	siren	1
10602	siriman	1
10603	sister	45
10604	sisterinlaw	1
10605	sit	37
10606	site	80
10607	sitin	2
10608	situat	82
10609	sixb	1
10610	sixbunk	1
10611	sixday	1
10612	sixfoot	2
10613	sixhour	2
10614	sixman	1
10615	sixmemb	1
10616	sixmonth	1
10617	sixseat	3
10618	sixstori	1
10619	sixteen	3
10620	sixth	32
10621	sixthseed	3
10622	sixti	1
10623	sixvehicl	1
10624	sixweek	5
10625	sixyear	3
10626	sixyearlong	1
10627	siyaram	1
10628	sizabl	2
10629	size	19
10630	sizzl	2
10631	skeptic	10
10632	sketch	11
10633	sketchi	14
10634	ski	2
10635	skiff	10
10636	skill	13
10637	skim	8
10638	skin	7
10639	skip	8
10640	skipper	5
10641	skirmish	1
10642	skirt	5
10643	skull	3
10644	sky	18
10645	skyscrap	4
10646	slab	15
10647	slade	7
10648	slain	10
10649	slam	58
10650	slant	2
10651	slap	3
10652	slash	4
10653	slat	1
10654	slate	6
10655	slater	2
10656	slaughterhous	1
10657	slava	1
10658	slavador	1
10659	slavica	1
10660	slavija	2
10661	slavish	1
10662	slavo	1
10663	slavoljub	1
10664	slay	12
10665	sledgehamm	3
10666	sleep	36
10667	sleepless	1
10668	sleight	1
10669	slender	1
10670	slenderest	1
10671	slept	8
10672	slice	10
10673	slid	2
10674	slide	3
10675	slight	6
10676	slightest	3
10677	slim	10
10678	slime	1
10679	slip	30
10680	slippag	1
10681	sliver	2
10682	slm	2
10683	slobadon	1
10684	slobo	3
10685	slobodan	126
10686	slocomb	1
10687	slogan	12
10688	slope	2
10689	sloppi	5
10690	slouch	1
10691	slovakia	8
10692	slovakian	1
10693	slow	38
10694	slowdown	2
10695	slowest	2
10696	slowfoot	1
10697	slowli	26
10698	slowmov	1
10699	slug	1
10700	sluggish	4
10701	slump	6
10702	slur	1
10703	smack	4
10704	smaltz	1
10705	smart	2
10706	smarter	2
10707	smartest	1
10708	smartli	1
10709	smash	25
10710	smear	3
10711	smederevska	2
10712	smell	7
10713	smile	36
10714	smit	1
10715	smith	21
10716	smithvil	1
10717	smitten	1
10718	smog	2
10719	smoggiest	1
10720	smoke	26
10721	smoker	1
10722	smokescreen	1
10723	smokey	1
10724	smolder	1
10725	smolinski	1
10726	smooth	9
10727	smoothli	2
10728	smother	2
10729	smuggl	3
10730	snack	2
10731	snake	1
10732	snap	9
10733	snapper	1
10734	snappi	1
10735	snare	1
10736	snarl	1
10737	snatch	8
10738	sneak	3
10739	sneaker	1
10740	sneakerclad	1
10741	sneet	1
10742	snif	3
10743	sniff	1
10744	sniffer	13
10745	snipe	1
10746	sniper	1
10747	snippet	2
10748	snitch	3
10749	snjezana	1
10750	snour	1
10751	snow	11
10752	snowcov	1
10753	snowfal	1
10754	snowstorm	2
10755	snyder	1
10756	so	1
10757	soak	2
10758	soap	1
10759	soapoperat	1
10760	soar	7
10761	sob	3
10762	sober	2
10763	socal	10
10764	soccer	4
10765	social	33
10766	socialist	36
10767	societi	34
10768	sock	3
10769	socotra	2
10770	socti	1
10771	sod	1
10772	sofa	2
10773	soft	10
10774	soften	4
10775	softli	1
10776	softspoken	2
10777	softwar	7
10778	soglasiy	1
10779	soil	7
10780	sojourn	1
10781	solanki	1
10782	solari	1
10783	sold	19
10784	soldier	97
10785	sole	9
10786	solemn	4
10787	solemnli	1
10788	solicit	1
10789	solid	15
10790	solidar	6
10791	solidifi	2
10792	solidli	1
10793	solitari	2
10794	solitud	1
10795	solomon	1
10796	solorzano	2
10797	solut	14
10798	solv	6
10799	somali	2
10800	somalia	8
10801	somaliborn	1
10802	somber	6
10803	somberli	2
10804	someday	5
10805	someon	1
10806	someplac	1
10807	someth	1
10808	somo	1
10809	son	114
10810	sonar	2
10811	song	3
10812	songwrit	3
10813	sonia	3
10814	soninlaw	3
10815	sonni	1
10816	sooner	5
10817	soontob	1
10818	sooooo	1
10819	soot	1
10820	sooti	1
10821	sop	1
10822	sophist	22
10823	sordid	1
10824	sore	8
10825	sorrow	3
10826	sort	53
10827	sorti	1
10828	sosonati	7
10829	soto	3
10830	souc	1
10831	sought	50
10832	soul	4
10833	soumaila	1
10834	sound	56
10835	soundli	3
10836	soundproof	1
10837	soup	3
10838	soupstirr	1
10839	sour	2
10840	sourc	93
10841	south	123
10842	southcentr	1
10843	southeast	36
10844	southeastern	10
10845	southern	67
10846	southwest	19
10847	southwestern	6
10848	souvenir	2
10849	sovereign	2
10850	sovereignti	8
10851	soviet	29
10852	sovietera	5
10853	soxon	1
10854	sp	2
10855	space	19
10856	spaciou	1
10857	spain	20
10858	span	6
10859	spangl	1
10860	spaniard	2
10861	spaniel	1
10862	spanish	13
10863	spanishlanguag	3
10864	spanishspeak	6
10865	spare	9
10866	spark	18
10867	spasski	2
10868	spat	1
10869	spate	3
10870	speak	120
10871	speaker	19
10872	spear	1
10873	spearhead	3
10874	speci	1
10875	special	111
10876	specialist	21
10877	specif	45
10878	spectacl	3
10879	spectacular	4
10880	spectat	7
10881	specter	3
10882	spectrum	1
10883	specul	44
10884	sped	4
10885	speech	62
10886	speed	31
10887	speedboat	1
10888	speedi	1
10889	speedskat	1
10890	spell	9
10891	spenc	3
10892	spencer	6
10893	spend	57
10894	spent	74
10895	sperl	2
10896	sphere	1
10897	spi	66
10898	spielberg	1
10899	spill	4
10900	spin	4
10901	spindoctor	1
10902	spine	2
10903	spiral	4
10904	spire	1
10905	spirit	18
10906	spiritu	3
10907	spite	5
10908	splash	1
10909	splashdown	1
10910	splatter	1
10911	splint	1
10912	splinter	3
10913	splinz	1
10914	split	23
10915	spode	1
10916	spoil	11
10917	spoiler	3
10918	spokan	1
10919	spoke	76
10920	spoken	21
10921	spokesman	184
10922	spokesmen	4
10923	spokeswoman	28
10924	sponsor	15
10925	sponsorship	2
10926	spontan	4
10927	spook	1
10928	sporad	1
10929	sport	59
10930	sportsmen	1
10931	spot	33
10932	spotlight	14
10933	spotti	6
10934	spous	7
10935	spragu	1
10936	spraig	1
10937	sprain	7
10938	sprawl	8
10939	spray	6
10940	spread	53
10941	spree	2
10942	spring	28
10943	springfield	3
10944	sprinkl	2
10945	sprint	5
10946	sprout	2
10947	spruanceclass	1
10948	sprung	2
10949	spun	1
10950	spur	5
10951	spyd	1
10952	spymast	19
10953	squabbl	1
10954	squad	23
10955	squadron	1
10956	squall	3
10957	squander	2
10958	squar	22
10959	squaremil	1
10960	squat	1
10961	squatter	3
10962	squeak	2
10963	squeamish	1
10964	squeez	7
10965	squirrel	2
10966	squish	1
10967	sr	3
10968	srdic	4
10969	srebrenica	1
10970	srpska	1
10971	st	62
10972	stab	9
10973	stabenow	5
10974	stabil	43
10975	stabl	21
10976	stacey	1
10977	staci	1
10978	stack	8
10979	stadium	13
10980	staf	3
10981	staff	67
10982	staffer	2
10983	staffinr	1
10984	stafford	4
10985	stage	49
10986	stagger	9
10987	stain	3
10988	stainedglass	3
10989	stair	3
10990	stairwel	4
10991	stake	24
10992	stalem	6
10993	stalin	2
10994	stalinist	1
10995	stalk	2
10996	stall	4
10997	stambol	2
10998	stambuk	1
10999	stamenkov	2
11000	stamina	1
11001	stammer	1
11002	stamped	4
11003	stanc	5
11004	stand	124
11005	standard	18
11006	standbi	1
11007	standingroom	2
11008	standoff	10
11009	standpoint	1
11010	standstil	6
11011	stanley	4
11012	stapl	1
11013	star	32
11014	stare	7
11015	stark	5
11016	starkli	1
11017	starr	1
11018	starrr	1
11019	starstud	1
11020	start	160
11021	startelegram	1
11022	startl	2
11023	starv	1
11024	stash	1
11025	stasio	1
11026	stat	2
11027	state	15
11028	statebuild	1
11029	statecontrol	4
11030	statehous	4
11031	stateless	1
11032	statement	104
11033	stateofth	1
11034	stateoftheart	2
11035	stateown	4
11036	stateroom	1
11037	staterun	25
11038	statesman	2
11039	statesponsor	6
11040	statewid	5
11041	station	121
11042	stationeri	1
11043	statist	13
11044	statu	18
11045	statur	4
11046	statut	5
11047	staunch	2
11048	staunchest	2
11049	staunchli	2
11050	stay	148
11051	stcenturi	1
11052	ste	1
11053	stead	1
11054	steadfast	1
11055	steadi	4
11056	steadili	4
11057	steal	27
11058	stealer	1
11059	stealth	1
11060	stealthi	1
11061	stealthier	1
11062	stealthili	1
11063	steam	6
11064	steami	1
11065	steel	28
11066	steelentangl	1
11067	steenbuch	1
11068	steep	15
11069	steer	8
11070	stefan	1
11071	stefano	5
11072	stefanov	4
11073	steffi	1
11074	steinberg	1
11075	steindorff	1
11076	stell	1
11077	stellar	1
11078	stem	15
11079	stemmo	1
11080	stenberg	1
11081	stench	2
11082	step	135
11083	stepdown	1
11084	stephani	1
11085	stephanopoulo	1
11086	stephen	7
11087	stepmoth	1
11088	steppingston	1
11089	stepson	1
11090	stereo	1
11091	sterl	3
11092	stern	13
11093	sternavich	1
11094	sternfac	1
11095	sternli	2
11096	steskic	1
11097	stevan	3
11098	steve	10
11099	stevedor	1
11100	steven	3
11101	stevenson	4
11102	stew	1
11103	stewardship	4
11104	stewart	2
11105	stick	18
11106	sticker	2
11107	sticki	1
11108	stickier	4
11109	stiff	3
11110	stifl	2
11111	stigmat	1
11112	stillburi	1
11113	sting	1
11114	stipend	1
11115	stipul	4
11116	stir	14
11117	stirrup	1
11118	stitch	1
11119	stock	5
11120	stocki	1
11121	stockpil	5
11122	stoical	1
11123	stojanov	1
11124	stojiljikov	1
11125	stojiljkov	3
11126	stoke	4
11127	stoko	1
11128	stokov	1
11129	stole	25
11130	stolen	13
11131	stolt	1
11132	stomach	6
11133	stomachchurn	1
11134	stomp	1
11135	stone	18
11136	stonewal	1
11137	stoni	3
11138	stood	66
11139	stool	2
11140	stop	93
11141	stopgap	2
11142	stopov	4
11143	stoppag	6
11144	stopper	1
11145	storag	3
11146	store	67
11147	storey	1
11148	stori	81
11149	storm	46
11150	stormi	2
11151	storybook	1
11152	stosic	2
11153	stoutli	1
11154	stowag	1
11155	stoyan	1
11156	straddl	1
11157	straight	24
11158	straighten	1
11159	straightfac	1
11160	straightforward	4
11161	straightset	1
11162	strain	4
11163	strait	2
11164	straition	1
11165	strakov	1
11166	strand	3
11167	strang	9
11168	stranger	6
11169	strangl	1
11170	stranglehold	1
11171	strateg	18
11172	strategeri	1
11173	strategi	20
11174	strategist	7
11175	straw	1
11176	stray	2
11177	streak	16
11178	stream	14
11179	streamlin	1
11180	stree	1
11181	street	176
11182	strength	18
11183	strengthen	27
11184	strenuous	1
11185	stress	33
11186	stretch	30
11187	stretcher	13
11188	strewn	3
11189	stricken	11
11190	strickland	2
11191	strict	5
11192	stricter	1
11193	strictli	7
11194	strictur	1
11195	strident	1
11196	strife	2
11197	strike	85
11198	strikebound	5
11199	strikebreak	3
11200	striker	12
11201	string	14
11202	stringent	2
11203	stringfellow	5
11204	strip	24
11205	stripe	3
11206	strive	7
11207	strode	1
11208	stroke	10
11209	stroll	1
11210	strom	1
11211	strong	96
11212	stronger	17
11213	strongest	10
11214	stronghold	27
11215	strongman	8
11216	strongmen	1
11217	strother	1
11218	strove	1
11219	struck	45
11220	structur	19
11221	struggl	72
11222	stuart	1
11223	stubb	1
11224	stubborn	1
11225	stubbornli	1
11226	stuck	9
11227	student	53
11228	studentrun	1
11229	studi	38
11230	studio	3
11231	stuf	1
11232	stuff	6
11233	stumbl	13
11234	stump	1
11235	stun	40
11236	stung	3
11237	stunningli	2
11238	stunt	2
11239	sturdi	1
11240	sturdier	1
11241	style	20
11242	stymi	1
11243	su	4
11244	suarez	3
11245	sub	2
11246	subcommitte	2
11247	subcontin	3
11248	subdu	7
11249	subgroup	1
11250	subject	39
11251	subjug	1
11252	submachin	2
11253	submarin	63
11254	submerg	5
11255	submers	3
11256	submit	25
11257	subordin	1
11258	subpoena	1
11259	subsaharan	3
11260	subscrib	1
11261	subsequ	9
11262	subsid	4
11263	subsidi	1
11264	subsidiari	3
11265	subsist	1
11266	substanc	6
11267	substandard	2
11268	substanti	16
11269	substitut	4
11270	subterranean	1
11271	subtext	2
11272	subtl	1
11273	suburb	26
11274	suburban	11
11275	subvers	3
11276	subvert	3
11277	subway	1
11278	succ	1
11279	succeed	32
11280	success	63
11281	successor	39
11282	succumb	2
11283	suchitepequez	5
11284	suck	1
11285	sudan	11
11286	sudanes	1
11287	sudden	20
11288	suddenli	17
11289	sue	7
11290	suez	18
11291	suffer	95
11292	suffici	14
11293	suffoc	4
11294	sugarcoat	1
11295	sugari	1
11296	suggest	80
11297	suharto	1
11298	suicid	129
11299	suit	36
11300	suitabl	5
11301	suitcas	5
11302	suitland	1
11303	sukiyaki	1
11304	sullivan	3
11305	sultan	6
11306	sultri	1
11307	sum	2
11308	summar	2
11309	summari	4
11310	summer	23
11311	summit	32
11312	summon	6
11313	sumner	1
11314	sun	22
11315	sunbak	1
11316	sunda	1
11317	sunday	201
11318	sunglass	2
11319	sunherald	1
11320	sunil	1
11321	sunk	7
11322	sunken	25
11323	sunni	4
11324	sunris	1
11325	sunset	4
11326	sunshin	1
11327	sunsplash	1
11328	super	3
11329	superb	2
11330	superbl	2
11331	superfast	1
11332	superintend	1
11333	superior	4
11334	supermarket	6
11335	superpow	2
11336	superstructur	1
11337	supervis	12
11338	supervisor	6
11339	supplement	1
11340	suppli	55
11341	support	271
11342	suppos	19
11343	supposedli	4
11344	supposingli	1
11345	suppress	12
11346	suprem	47
11347	supremaci	2
11348	supremacist	1
11349	surat	3
11350	sure	9
11351	surebet	1
11352	surf	2
11353	surfac	28
11354	surg	14
11355	surgeon	9
11356	surgeri	13
11357	surgic	3
11358	surnia	1
11359	surpass	5
11360	surplu	3
11361	surpris	52
11362	surprisingli	4
11363	surreal	4
11364	surrend	34
11365	surrog	5
11366	surround	61
11367	surveil	17
11368	survey	26
11369	surviv	100
11370	survivor	92
11371	susa	1
11372	susan	35
11373	susann	1
11374	suscept	2
11375	susi	3
11376	suspect	142
11377	suspend	25
11378	suspens	9
11379	suspici	13
11380	suspicion	36
11381	sustain	13
11382	susten	1
11383	sutyagin	1
11384	svilanov	3
11385	swab	1
11386	swagger	1
11387	swallow	4
11388	swami	3
11389	swamimarayan	1
11390	swamp	1
11391	swan	3
11392	swap	6
11393	swarm	16
11394	swat	7
11395	sway	17
11396	swear	6
11397	swearingin	5
11398	sweat	4
11399	sweater	3
11400	sweati	6
11401	sweatsoak	1
11402	swede	2
11403	sweden	5
11404	sweep	21
11405	sweet	3
11406	sweeten	1
11407	sweetheart	2
11408	swell	14
11409	swelter	1
11410	swenchoni	1
11411	swept	39
11412	swift	11
11413	swiftli	5
11414	swim	5
11415	swing	5
11416	swipe	1
11417	swirl	2
11418	swiss	16
11419	swissbas	1
11420	switch	20
11421	switzerland	25
11422	swivel	1
11423	swollen	2
11424	swoon	1
11425	swoop	1
11426	sword	1
11427	swore	3
11428	sworn	29
11429	swung	1
11430	sy	2
11431	sydney	10
11432	sylvest	1
11433	sylvia	1
11434	symbiones	4
11435	symbol	31
11436	symington	2
11437	symmetri	1
11438	sympath	2
11439	sympathet	8
11440	sympathi	8
11441	symphoni	1
11442	symptom	2
11443	sync	1
11444	syndic	1
11445	synonym	1
11446	syria	2
11447	syrian	6
11448	syrianborn	2
11449	syring	1
11450	system	82
11451	systemat	3
11452	tabara	3
11453	tabl	18
11454	tableau	2
11455	tableaux	1
11456	tablecloth	2
11457	tabloid	2
11458	tabul	5
11459	tacitli	1
11460	tackl	4
11461	tacoma	1
11462	tactic	15
11463	tactician	2
11464	tadic	2
11465	taffeta	1
11466	tag	1
11467	taha	3
11468	taigon	1
11469	tail	1
11470	tailor	11
11471	tailspin	2
11472	taint	10
11473	taiwan	9
11474	taiwanes	2
11475	taiz	1
11476	take	44
11477	takeoff	1
11478	takeov	15
11479	taker	1
11480	takla	1
11481	talaja	2
11482	tale	5
11483	talent	8
11484	talib	1
11485	taliban	15
11486	talk	156
11487	talker	1
11488	talkshow	1
11489	tall	8
11490	tallahasse	1
11491	taller	4
11492	talli	15
11493	tamarin	4
11494	tame	7
11495	tamil	1
11496	tamme	1
11497	tampa	4
11498	tamper	3
11499	tan	2
11500	tanang	1
11501	tanasugarin	1
11502	tanasugarn	3
11503	tandem	1
11504	tangl	11
11505	tanja	1
11506	tanjug	13
11507	tank	25
11508	tanker	2
11509	tankmount	1
11510	tant	1
11511	tantal	1
11512	tantamount	1
11513	tantrum	1
11514	tanugu	1
11515	tanzania	37
11516	tap	9
11517	tape	20
11518	tar	2
11519	tarawa	2
11520	tardi	1
11521	target	67
11522	tariff	2
11523	tariq	2
11524	tarmac	12
11525	tarnish	2
11526	tarp	3
11527	tarpaulin	3
11528	task	43
11529	tass	1
11530	tast	5
11531	tatter	4
11532	taunt	1
11533	tawdri	1
11534	tawfiq	1
11535	tax	40
11536	taxevas	1
11537	taxi	6
11538	taxpay	2
11539	taxsav	3
11540	taxwrit	1
11541	taylor	2
11542	tea	9
11543	teach	8
11544	teacher	16
11545	team	119
